Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
147998,1Chroniques,1,23,אוֹפִ֥יר,אוֹפִיר,H0211,13
147999,1Chroniques,1,23,וְאֶת־,אֵת,H0853,10947
148000,1Chroniques,1,23,חֲוִילָ֖ה,חֲוִילָה,H2341,7
148001,1Chroniques,1,23,וְאֶת־,אֵת,H0853,10947
148002,1Chroniques,1,23,יוֹבָ֑ב,יוֹבָב,H3103,9
148003,1Chroniques,1,23,כָּל־,כֹּל,H3605,5415
148004,1Chroniques,1,23,אֵ֖לֶּה,אֵ֫לֶּה,H0428,746
148005,1Chroniques,1,23,בְּנֵ֥י,בֵּן,H1121,4959
148006,1Chroniques,1,23,יָקְטָֽן׃ ס,יׇקְטָן,H3355,6
148007,1Chroniques,1,24,שֵׁ֥ם׀,שֵׁם,H8035,17
148008,1Chroniques,1,24,אַרְפַּכְשַׁ֖ד,אַרְפַּכְשַׁד,H0775,9
148009,1Chroniques,1,24,שָֽׁלַח׃,שֶׁ֫לַח,H7974,9
148010,1Chroniques,1,25,עֵ֥בֶר,עֵ֫בֶר,H5677,15
148011,1Chroniques,1,25,פֶּ֖לֶג,פֶּ֫לֶג,H6389,7
148012,1Chroniques,1,25,רְעֽוּ׃,רְעוּ,H7466,5
148013,1Chroniques,1,26,שְׂר֥וּג,שְׂרוּג,H8286,5
148014,1Chroniques,1,26,נָח֖וֹר,נָחוֹר,H5152,18
148015,1Chroniques,1,26,תָּֽרַח׃,תֶּ֫רַח,H8646,13
148016,1Chroniques,1,27,אַבְרָ֖ם,אַבְרָם,H0087,61
148017,1Chroniques,1,27,ה֥וּא,הוּא,H1931,1878
148018,1Chroniques,1,27,אַבְרָהָֽם׃ ס,אַבְרָהָם,H0085,175
148019,1Chroniques,1,28,בְּנֵי֙,בֵּן,H1121,4959
148020,1Chroniques,1,28,אַבְרָהָ֔ם,אַבְרָהָם,H0085,175
148021,1Chroniques,1,28,יִצְחָ֖ק,יִצְחָק,H3327,108
148022,1Chroniques,1,28,וְיִשְׁמָעֵֽאל׃ ס,יִשְׁמָעֵאל,H3458,48
148023,1Chroniques,1,29,אֵ֖לֶּה,אֵ֫לֶּה,H0428,746
148024,1Chroniques,1,29,תֹּלְדוֹתָ֑ם,תּוֹלֵדוֹת,H8435,39
148025,1Chroniques,1,29,בְּכ֤וֹר,בְּכוֹר,H1060,122
148026,1Chroniques,1,29,יִשְׁמָעֵאל֙,יִשְׁמָעֵאל,H3458,48
148027,1Chroniques,1,29,נְבָי֔וֹת,נְבָיוֹת,H5032,5
148028,1Chroniques,1,29,וְקֵדָ֥ר,קֵדָר,H6938,12
148029,1Chroniques,1,29,וְאַדְבְּאֵ֖ל,אַדְבְּאֵל,H0110,2
148030,1Chroniques,1,29,וּמִבְשָֽׂם׃,מִבְשָׂם,H4017,3
