w,book,chapter,verse,orig,lex,strong,freq
127994,1Rois,5,6,אֶ֖לֶף,אֶ֫לֶף,H0505,506.0
127995,1Rois,5,6,פָּרָשִֽׁים׃,פָּרָשׁ,H6571,57.0
127996,1Rois,5,7,וְכִלְכְּלוּ֩,כּוּל,H3557,38.0
127997,1Rois,5,7,הַנִּצָּבִ֨ים,נָצַב,H5324,75.0
127998,1Rois,5,7,הָאֵ֜לֶּה,אֵ֫לֶּה,H0428,746.0
127999,1Rois,5,7,אֶת־,אֵת,H0853,10946.0
128000,1Rois,5,7,הַמֶּ֣לֶךְ,מֶ֫לֶךְ,H4428,2526.0
128001,1Rois,5,7,שְׁלֹמֹ֗ה,שְׁלֹמֹה,H8010,293.0
128002,1Rois,5,7,וְאֵ֧ת,אֵת,H0853,10946.0
128003,1Rois,5,7,כָּל־,כֹּל,H3605,5415.0
128004,1Rois,5,7,הַקָּרֵ֛ב,קָרֵב,H7131,12.0
128005,1Rois,5,7,אֶל־,אֶל,H0413,5515.0
128006,1Rois,5,7,שֻׁלְחַ֥ן,שֻׁלְחָן,H7979,71.0
128007,1Rois,5,7,הַמֶּֽלֶךְ־,מֶ֫לֶךְ,H4428,2526.0
128008,1Rois,5,7,שְׁלֹמֹ֖ה,שְׁלֹמֹה,H8010,293.0
128009,1Rois,5,7,אִ֣ישׁ,אִישׁ,H0376,1663.0
128010,1Rois,5,7,חָדְשׁ֑וֹ,חֹ֫דֶשׁ,H2320,285.0
128011,1Rois,5,7,לֹ֥א,לֹא,H3808,5170.0
128012,1Rois,5,7,יְעַדְּר֖וּ,עָדַר,H5737,11.0
128013,1Rois,5,7,דָּבָֽר׃,דָּבָר,H1697,1442.0
128014,1Rois,5,8,וְהַשְּׂעֹרִ֣ים,שְׂעֹרָה,H8184,34.0
128015,1Rois,5,8,וְהַתֶּ֔בֶן,תֶּ֫בֶן,H8401,17.0
128016,1Rois,5,8,לַסּוּסִ֖ים,סוּס,H5483,140.0
128017,1Rois,5,8,וְלָרָ֑כֶשׁ,רֶ֫כֶשׁ,H7409,4.0
128018,1Rois,5,8,יָבִ֗אוּ,בּוֹא,H0935,2572.0
128019,1Rois,5,8,אֶל־,אֶל,H0413,5515.0
128020,1Rois,5,8,הַמָּקוֹם֙,מָקוֹם,H4725,401.0
128021,1Rois,5,8,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
128022,1Rois,5,8,יִֽהְיֶה־,הָיָה,H1961,3562.0
128023,1Rois,5,8,שָּׁ֔ם,שָׁם,H8033,834.0
128024,1Rois,5,8,אִ֖ישׁ,אִישׁ,H0376,1663.0
128025,1Rois,5,8,כְּמִשְׁפָּטֽוֹ׃ ס,מִשְׁפָּט,H4941,422.0
128026,1Rois,5,9,וַיִּתֵּן֩,נָתַן,H5414,2011.0
128027,1Rois,5,9,אֱלֹהִ֨ים,אֱלֹהִים,H0430,2603.0
128028,1Rois,5,9,חָכְמָ֧ה,חׇכְמָה,H2451,153.0
128029,1Rois,5,9,לִשְׁלֹמֹ֛ה,שְׁלֹמֹה,H8010,293.0
128030,1Rois,5,9,וּתְבוּנָ֖ה,תְּבוּנָה,H8394,42.0
128031,1Rois,5,9,הַרְבֵּ֣ה,רָבָה,H7235,227.0
128032,1Rois,5,9,מְאֹ֑ד,מְאֹד,H3966,300.0
128033,1Rois,5,9,וְרֹ֣חַב,רֹ֫חַב,H7341,101.0
128034,1Rois,5,9,לֵ֔ב,לֵב,H3820,595.0
128035,1Rois,5,9,כַּח֕וֹל,חוֹל,H2344,23.0
128036,1Rois,5,9,אֲשֶׁ֖ר,אֲשֶׁר,H0834,5499.0
128037,1Rois,5,9,עַל־,עַל,H5921,5774.0
128038,1Rois,5,9,שְׂפַ֥ת,שָׂפָה,H8193,176.0
128039,1Rois,5,9,הַיָּֽם׃,יָם,H3220,396.0
128040,1Rois,5,10,וַתֵּ֙רֶב֙,רָבָה,H7235,227.0
128041,1Rois,5,10,חָכְמַ֣ת,חׇכְמָה,H2451,153.0
128042,1Rois,5,10,שְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
128043,1Rois,5,10,מֵֽחָכְמַ֖ת,חׇכְמָה,H2451,153.0
128044,1Rois,5,10,כָּל־,כֹּל,H3605,5415.0
128045,1Rois,5,10,בְּנֵי־,בֵּן,H1121,4959.0
128046,1Rois,5,10,קֶ֑דֶם,קֶ֫דֶם,H6924,87.0
128047,1Rois,5,10,וּמִכֹּ֖ל,כֹּל,H3605,5415.0
128048,1Rois,5,10,חָכְמַ֥ת,חׇכְמָה,H2451,153.0
128049,1Rois,5,10,מִצְרָֽיִם׃,מִצְרַ֫יִם,H4714,641.0
128050,1Rois,5,11,וַיֶּחְכַּם֮,חָכַם,H2449,27.0
128051,1Rois,5,11,מִכָּל־,כֹּל,H3605,5415.0
128052,1Rois,5,11,הָֽאָדָם֒,אָדָם,H0120,551.0
128053,1Rois,5,11,מֵאֵיתָ֣ן,אֵיתָן,H0387,8.0
128054,1Rois,5,11,הָאֶזְרָחִ֗י,אֶזְרָחִי,H0250,3.0
128055,1Rois,5,11,וְהֵימָ֧ן,הֵימָן,H1968,17.0
128056,1Rois,5,11,וְכַלְכֹּ֛ל,כַּלְכֹּל,H3633,2.0
128057,1Rois,5,11,וְדַרְדַּ֖ע,דַּרְדַּע,H1862,1.0
128058,1Rois,5,11,בְּנֵ֣י,בֵּן,H1121,4959.0
128059,1Rois,5,11,מָח֑וֹל,מָחוֹל,H4235,1.0
128060,1Rois,5,11,וַיְהִֽי־,הָיָה,H1961,3562.0
128061,1Rois,5,11,שְׁמ֥וֹ,שֵׁם,H8034,864.0
128062,1Rois,5,11,בְכָֽל־,כֹּל,H3605,5415.0
128063,1Rois,5,11,הַגּוֹיִ֖ם,גּוֹי,H1471,561.0
128064,1Rois,5,11,סָבִֽיב׃,סָבִיב,H5439,336.0
128065,1Rois,5,12,וַיְדַבֵּ֕ר,דָבַר,H1696,1142.0
128066,1Rois,5,12,שְׁלֹ֥שֶׁת,שָׁלֹשׁ,H7969,432.0
128067,1Rois,5,12,אֲלָפִ֖ים,אֶ֫לֶף,H0505,506.0
128068,1Rois,5,12,מָשָׁ֑ל,מָשָׁל,H4912,39.0
128069,1Rois,5,12,וַיְהִ֥י,הָיָה,H1961,3562.0
128070,1Rois,5,12,שִׁיר֖וֹ,שִׁיר,H7892,90.0
128071,1Rois,5,12,חֲמִשָּׁ֥ה,חָמֵשׁ,H2568,343.0
128072,1Rois,5,12,וָאָֽלֶף׃,אֶ֫לֶף,H0505,506.0
128073,1Rois,5,13,וַיְדַבֵּר֮,דָבַר,H1696,1142.0
128074,1Rois,5,13,עַל־,עַל,H5921,5774.0
128075,1Rois,5,13,הָֽעֵצִים֒,עֵץ,H6086,330.0
128076,1Rois,5,13,מִן־,מִן־,H4480,1188.0
128077,1Rois,5,13,הָאֶ֙רֶז֙,אֶ֫רֶז,H0730,73.0
128078,1Rois,5,13,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
128079,1Rois,5,13,בַּלְּבָנ֔וֹן,לְבָנוֹן,H3844,71.0
128080,1Rois,5,13,וְעַד֙,עַד,H5704,1261.0
128081,1Rois,5,13,הָאֵז֔וֹב,אֵזוֹב,H0231,10.0
128082,1Rois,5,13,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
128083,1Rois,5,13,יֹצֵ֖א,יָצָא,H3318,1067.0
128084,1Rois,5,13,בַּקִּ֑יר,קִיר,H7023,75.0
128085,1Rois,5,13,וַיְדַבֵּר֙,דָבַר,H1696,1142.0
128086,1Rois,5,13,עַל־,עַל,H5921,5774.0
128087,1Rois,5,13,הַבְּהֵמָ֣ה,בְּהֵמָה,H0929,190.0
128088,1Rois,5,13,וְעַל־,עַל,H5921,5774.0
128089,1Rois,5,13,הָע֔וֹף,עוֹף,H5775,71.0
128090,1Rois,5,13,וְעַל־,עַל,H5921,5774.0
128091,1Rois,5,13,הָרֶ֖מֶשׂ,רֶ֫מֶשׂ,H7431,17.0
128092,1Rois,5,13,וְעַל־,עַל,H5921,5774.0
128093,1Rois,5,13,הַדָּגִֽים׃,דָּג,H1709,19.0
128094,1Rois,5,14,וַיָּבֹ֙אוּ֙,בּוֹא,H0935,2572.0
128095,1Rois,5,14,מִכָּל־,כֹּל,H3605,5415.0
128096,1Rois,5,14,הָ֣עַמִּ֔ים,עַם,H5971,1872.0
128097,1Rois,5,14,לִשְׁמֹ֕עַ,שָׁמַע,H8085,1160.0
128098,1Rois,5,14,אֵ֖ת,אֵת,H0853,10946.0
128099,1Rois,5,14,חָכְמַ֣ת,חׇכְמָה,H2451,153.0
128100,1Rois,5,14,שְׁלֹמֹ֑ה,שְׁלֹמֹה,H8010,293.0
128101,1Rois,5,14,מֵאֵת֙,אֵת,H0854,929.0
128102,1Rois,5,14,כָּל־,כֹּל,H3605,5415.0
128103,1Rois,5,14,מַלְכֵ֣י,מֶ֫לֶךְ,H4428,2526.0
128104,1Rois,5,14,הָאָ֔רֶץ,אֶ֫רֶץ,H0776,2504.0
128105,1Rois,5,14,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
128106,1Rois,5,14,שָׁמְע֖וּ,שָׁמַע,H8085,1160.0
128107,1Rois,5,14,אֶת־,אֵת,H0853,10946.0
128108,1Rois,5,14,חָכְמָתֽוֹ׃ ס,חׇכְמָה,H2451,153.0
128109,1Rois,5,15,וַ֠יִּשְׁלַח,שָׁלַח,H7971,847.0
128110,1Rois,5,15,חִירָ֨ם,חִירָם,H2438,22.0
128111,1Rois,5,15,מֶֽלֶךְ־,מֶ֫לֶךְ,H4428,2526.0
128112,1Rois,5,15,צ֤וֹר,צֹר,H6865,42.0
128113,1Rois,5,15,אֶת־,אֵת,H0853,10946.0
128114,1Rois,5,15,עֲבָדָיו֙,עֶ֫בֶד,H5650,801.0
128115,1Rois,5,15,אֶל־,אֶל,H0413,5515.0
128116,1Rois,5,15,שְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
128117,1Rois,5,15,כִּ֣י,כִּי,H3588,4483.0
128118,1Rois,5,15,שָׁמַ֔ע,שָׁמַע,H8085,1160.0
128119,1Rois,5,15,כִּ֥י,כִּי,H3588,4483.0
128120,1Rois,5,15,אֹת֛וֹ,אֵת,H0853,10946.0
128121,1Rois,5,15,מָשְׁח֥וּ,מָשַׁח,H4886,70.0
128122,1Rois,5,15,לְמֶ֖לֶךְ,מֶ֫לֶךְ,H4428,2526.0
128123,1Rois,5,15,תַּ֣חַת,תַּחַת,H8478,505.0
128124,1Rois,5,15,אָבִ֑יהוּ,אָב,H0001,1213.0
128125,1Rois,5,15,כִּ֣י,כִּי,H3588,4483.0
128126,1Rois,5,15,אֹהֵ֗ב,אָהֵב,H0157,211.0
128127,1Rois,5,15,הָיָ֥ה,הָיָה,H1961,3562.0
128128,1Rois,5,15,חִירָ֛ם,חִירָם,H2438,22.0
128129,1Rois,5,15,לְדָוִ֖ד,דָּוִד,H1732,1075.0
128130,1Rois,5,15,כָּל־,כֹּל,H3605,5415.0
128131,1Rois,5,15,הַיָּמִֽים׃ ס,יוֹם,H3117,2306.0
128132,1Rois,5,16,וַיִּשְׁלַ֣ח,שָׁלַח,H7971,847.0
128133,1Rois,5,16,שְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
128134,1Rois,5,16,אֶל־,אֶל,H0413,5515.0
128135,1Rois,5,16,חִירָ֖ם,חִירָם,H2438,22.0
128136,1Rois,5,16,לֵאמֹֽר׃,אָמַר,H0559,5309.0
128137,1Rois,5,17,אַתָּ֨ה,אַתָּ֫ה,H0859,1094.0
128138,1Rois,5,17,יָדַ֜עְתָּ,יָדַע,H3045,946.0
128139,1Rois,5,17,אֶת־,אֵת,H0853,10946.0
128140,1Rois,5,17,דָּוִ֣ד,דָּוִד,H1732,1075.0
128141,1Rois,5,17,אָבִ֗י,אָב,H0001,1213.0
128142,1Rois,5,17,כִּ֣י,כִּי,H3588,4483.0
128143,1Rois,5,17,לֹ֤א,לֹא,H3808,5170.0
128144,1Rois,5,17,יָכֹל֙,יָכֹל,H3201,194.0
128145,1Rois,5,17,לִבְנ֣וֹת,בָּנָה,H1129,376.0
128146,1Rois,5,17,בַּ֗יִת,בַּ֫יִת,H1004,2049.0
128147,1Rois,5,17,לְשֵׁם֙,שֵׁם,H8034,864.0
128148,1Rois,5,17,יְהוָ֣ה,יהוה,H3068,6528.0
128149,1Rois,5,17,אֱלֹהָ֔יו,אֱלֹהִים,H0430,2603.0
128150,1Rois,5,17,מִפְּנֵ֥י,פָּנֶה,H6440,2127.0
128151,1Rois,5,17,הַמִּלְחָמָ֖ה,מִלְחָמָה,H4421,320.0
128152,1Rois,5,17,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
128153,1Rois,5,17,סְבָבֻ֑הוּ,סָבַב,H5437,161.0
128154,1Rois,5,17,עַ֤ד,עַד,H5704,1261.0
128155,1Rois,5,17,תֵּת־,נָתַן,H5414,2011.0
128156,1Rois,5,17,יְהוָה֙,יהוה,H3068,6528.0
128157,1Rois,5,17,אֹתָ֔ם,אֵת,H0853,10946.0
128158,1Rois,5,17,תַּ֖חַת,תַּחַת,H8478,505.0
128159,1Rois,5,17,כַּפּ֥וֹת,כַּף,H3709,193.0
128160,1Rois,5,17,רַגְלָֽי׃,רֶ֫גֶל,H7272,245.0
128161,1Rois,5,18,וְעַתָּ֕ה,עַתָּ֫ה,H6258,433.0
128162,1Rois,5,18,הֵנִ֨יחַ,נוּחַ,H5117,142.0
128163,1Rois,5,18,יְהוָ֧ה,יהוה,H3068,6528.0
128164,1Rois,5,18,אֱלֹהַ֛י,אֱלֹהִים,H0430,2603.0
128165,1Rois,5,18,לִ֖י,,H9030,909.0
128166,1Rois,5,18,מִסָּבִ֑יב,סָבִיב,H5439,336.0
128167,1Rois,5,18,אֵ֣ין,אַ֫יִן,H0369,789.0
128168,1Rois,5,18,שָׂטָ֔ן,שָׂטָן,H7854,27.0
128169,1Rois,5,18,וְאֵ֖ין,אַ֫יִן,H0369,789.0
128170,1Rois,5,18,פֶּ֥גַע,פֶּ֫גַע,H6294,2.0
128171,1Rois,5,18,רָֽע׃,רַע,H7451,665.0
128172,1Rois,5,19,וְהִנְנִ֣י,הֵן,H2005,316.0
128173,1Rois,5,19,אֹמֵ֔ר,אָמַר,H0559,5309.0
128174,1Rois,5,19,לִבְנ֣וֹת,בָּנָה,H1129,376.0
128175,1Rois,5,19,בַּ֔יִת,בַּ֫יִת,H1004,2049.0
128176,1Rois,5,19,לְשֵׁ֖ם,שֵׁם,H8034,864.0
128177,1Rois,5,19,יְהוָ֣ה,יהוה,H3068,6528.0
128178,1Rois,5,19,אֱלֹהָ֑י,אֱלֹהִים,H0430,2603.0
128179,1Rois,5,19,כַּאֲשֶׁ֣ר׀,כַּאֲשֶׁר,H0834,5499.0
128180,1Rois,5,19,דִּבֶּ֣ר,דָבַר,H1696,1142.0
128181,1Rois,5,19,יְהוָ֗ה,יהוה,H3068,6528.0
128182,1Rois,5,19,אֶל־,אֶל,H0413,5515.0
128183,1Rois,5,19,דָּוִ֤ד,דָּוִד,H1732,1075.0
128184,1Rois,5,19,אָבִי֙,אָב,H0001,1213.0
128185,1Rois,5,19,לֵאמֹ֔ר,אָמַר,H0559,5309.0
128186,1Rois,5,19,בִּנְךָ֗,בֵּן,H1121,4959.0
128187,1Rois,5,19,אֲשֶׁ֨ר,אֲשֶׁר,H0834,5499.0
128188,1Rois,5,19,אֶתֵּ֤ן,נָתַן,H5414,2011.0
128189,1Rois,5,19,תַּחְתֶּ֙יךָ֙,תַּחַת,H8478,505.0
128190,1Rois,5,19,עַל־,עַל,H5921,5774.0
128191,1Rois,5,19,כִּסְאֶ֔ךָ,כִּסֵּא,H3678,135.0
128192,1Rois,5,19,הֽוּא־,הוּא,H1931,1878.0
128193,1Rois,5,19,יִבְנֶ֥ה,בָּנָה,H1129,376.0
128194,1Rois,5,19,הַבַּ֖יִת,בַּ֫יִת,H1004,2049.0
128195,1Rois,5,19,לִשְׁמִֽי׃,שֵׁם,H8034,864.0
128196,1Rois,5,20,וְעַתָּ֡ה,עַתָּ֫ה,H6258,433.0
128197,1Rois,5,20,צַוֵּה֩,צָוָה,H6680,494.0
128198,1Rois,5,20,וְיִכְרְתוּ־,כָּרַת,H3772,288.0
128199,1Rois,5,20,לִ֨י,,H9030,909.0
128200,1Rois,5,20,אֲרָזִ֜ים,אֶ֫רֶז,H0730,73.0
128201,1Rois,5,20,מִן־,מִן־,H4480,1188.0
128202,1Rois,5,20,הַלְּבָנ֗וֹן,לְבָנוֹן,H3844,71.0
128203,1Rois,5,20,וַֽעֲבָדַי֙,עֶ֫בֶד,H5650,801.0
128204,1Rois,5,20,יִהְי֣וּ,הָיָה,H1961,3562.0
128205,1Rois,5,20,עִם־,עִם,H5973,1052.0
128206,1Rois,5,20,עֲבָדֶ֔יךָ,עֶ֫בֶד,H5650,801.0
128207,1Rois,5,20,וּשְׂכַ֤ר,שָׂכָר,H7939,28.0
128208,1Rois,5,20,עֲבָדֶ֙יךָ֙,עֶ֫בֶד,H5650,801.0
128209,1Rois,5,20,אֶתֵּ֣ן,נָתַן,H5414,2011.0
128210,1Rois,5,20,לְךָ֔,,H9031,728.0
128211,1Rois,5,20,כְּכֹ֖ל,כֹּל,H3605,5415.0
128212,1Rois,5,20,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
128213,1Rois,5,20,תֹּאמֵ֑ר,אָמַר,H0559,5309.0
128214,1Rois,5,20,כִּ֣י׀,כִּי,H3588,4483.0
128215,1Rois,5,20,אַתָּ֣ה,אַתָּ֫ה,H0859,1094.0
128216,1Rois,5,20,יָדַ֗עְתָּ,יָדַע,H3045,946.0
128217,1Rois,5,20,כִּ֣י,כִּי,H3588,4483.0
128218,1Rois,5,20,אֵ֥ין,אַ֫יִן,H0369,789.0
128219,1Rois,5,20,בָּ֛נוּ,,H9035,272.0
128220,1Rois,5,20,אִ֛ישׁ,אִישׁ,H0376,1663.0
128221,1Rois,5,20,יֹדֵ֥עַ,יָדַע,H3045,946.0
128222,1Rois,5,20,לִכְרָת־,כָּרַת,H3772,288.0
128223,1Rois,5,20,עֵצִ֖ים,עֵץ,H6086,330.0
128224,1Rois,5,20,כַּצִּדֹנִֽים׃,צִידֹנִי,H6722,16.0
128225,1Rois,5,21,וַיְהִ֞י,הָיָה,H1961,3562.0
128226,1Rois,5,21,כִּשְׁמֹ֧עַ,שָׁמַע,H8085,1160.0
128227,1Rois,5,21,חִירָ֛ם,חִירָם,H2438,22.0
128228,1Rois,5,21,אֶת־,אֵת,H0853,10946.0
128229,1Rois,5,21,דִּבְרֵ֥י,דָּבָר,H1697,1442.0
128230,1Rois,5,21,שְׁלֹמֹ֖ה,שְׁלֹמֹה,H8010,293.0
128231,1Rois,5,21,וַיִּשְׂמַ֣ח,שָׂמַח,H8055,155.0
128232,1Rois,5,21,מְאֹ֑ד,מְאֹד,H3966,300.0
128233,1Rois,5,21,וַיֹּ֗אמֶר,אָמַר,H0559,5309.0
128234,1Rois,5,21,בָּר֤וּךְ,בָּרַךְ,H1288,330.0
128235,1Rois,5,21,יְהוָה֙,יהוה,H3068,6528.0
128236,1Rois,5,21,הַיּ֔וֹם,יוֹם,H3117,2306.0
128237,1Rois,5,21,אֲשֶׁ֨ר,אֲשֶׁר,H0834,5499.0
128238,1Rois,5,21,נָתַ֤ן,נָתַן,H5414,2011.0
128239,1Rois,5,21,לְדָוִד֙,דָּוִד,H1732,1075.0
128240,1Rois,5,21,בֵּ֣ן,בֵּן,H1121,4959.0
128241,1Rois,5,21,חָכָ֔ם,חָכָם,H2450,138.0
128242,1Rois,5,21,עַל־,עַל,H5921,5774.0
128243,1Rois,5,21,הָעָ֥ם,עַם,H5971,1872.0
128244,1Rois,5,21,הָרָ֖ב,רַב,H7227,454.0
128245,1Rois,5,21,הַזֶּֽה׃,זֶה,H2088,1179.0
128246,1Rois,5,22,וַיִּשְׁלַ֤ח,שָׁלַח,H7971,847.0
128247,1Rois,5,22,חִירָם֙,חִירָם,H2438,22.0
128248,1Rois,5,22,אֶל־,אֶל,H0413,5515.0
128249,1Rois,5,22,שְׁלֹמֹ֣ה,שְׁלֹמֹה,H8010,293.0
128250,1Rois,5,22,לֵאמֹ֔ר,אָמַר,H0559,5309.0
128251,1Rois,5,22,שָׁמַ֕עְתִּי,שָׁמַע,H8085,1160.0
128252,1Rois,5,22,אֵ֥ת,אֵת,H0853,10946.0
128253,1Rois,5,22,אֲשֶׁר־,אֲשֶׁר,H0834,5499.0
128254,1Rois,5,22,שָׁלַ֖חְתָּ,שָׁלַח,H7971,847.0
128255,1Rois,5,22,אֵלָ֑י,אֶל,H0413,5515.0
128256,1Rois,5,22,אֲנִ֤י,,H0589,874.0
128257,1Rois,5,22,אֶֽעֱשֶׂה֙,עָשָׂה,H6213,2629.0
128258,1Rois,5,22,אֶת־,אֵת,H0853,10946.0
128259,1Rois,5,22,כָּל־,כֹּל,H3605,5415.0
128260,1Rois,5,22,חֶפְצְךָ֔,חֵ֫פֶץ,H2656,39.0
128261,1Rois,5,22,בַּעֲצֵ֥י,עֵץ,H6086,330.0
128262,1Rois,5,22,אֲרָזִ֖ים,אֶ֫רֶז,H0730,73.0
128263,1Rois,5,22,וּבַעֲצֵ֥י,עֵץ,H6086,330.0
128264,1Rois,5,22,בְרוֹשִֽׁים׃,בְּרוֹשׁ,H1265,20.0
128265,1Rois,5,23,עֲ֠בָדַי,עֶ֫בֶד,H5650,801.0
128266,1Rois,5,23,יֹרִ֨דוּ,יָרַד,H3381,381.0
128267,1Rois,5,23,מִן־,מִן־,H4480,1188.0
128268,1Rois,5,23,הַלְּבָנ֜וֹן,לְבָנוֹן,H3844,71.0
128269,1Rois,5,23,יָ֗מָּה,יָם,H3220,396.0
128270,1Rois,5,23,וַ֠אֲנִי,,H0589,874.0
128271,1Rois,5,23,אֲשִׂימֵ֨ם,שׂוּם,H7760,585.0
128272,1Rois,5,23,דֹּבְר֤וֹת,דֹּבְרוֹת,H1702,1.0
128273,1Rois,5,23,בַּיָּם֙,יָם,H3220,396.0
128274,1Rois,5,23,עַֽד־,עַד,H5704,1261.0
128275,1Rois,5,23,הַמָּק֞וֹם,מָקוֹם,H4725,401.0
128276,1Rois,5,23,אֲשֶׁר־,אֲשֶׁר,H0834,5499.0
128277,1Rois,5,23,תִּשְׁלַ֥ח,שָׁלַח,H7971,847.0
128278,1Rois,5,23,אֵלַ֛י,אֶל,H0413,5515.0
128279,1Rois,5,23,וְנִפַּצְתִּ֥ים,נָפַץ,H5310,22.0
128280,1Rois,5,23,שָׁ֖ם,שָׁם,H8033,834.0
128281,1Rois,5,23,וְאַתָּ֣ה,אַתָּ֫ה,H0859,1094.0
128282,1Rois,5,23,תִשָּׂ֑א,נָשָׂא,H5375,656.0
128283,1Rois,5,23,וְאַתָּה֙,אַתָּ֫ה,H0859,1094.0
128284,1Rois,5,23,תַּעֲשֶׂ֣ה,עָשָׂה,H6213,2629.0
128285,1Rois,5,23,אֶת־,אֵת,H0853,10946.0
128286,1Rois,5,23,חֶפְצִ֔י,חֵ֫פֶץ,H2656,39.0
128287,1Rois,5,23,לָתֵ֖ת,נָתַן,H5414,2011.0
128288,1Rois,5,23,לֶ֥חֶם,לֶ֫חֶם,H3899,298.0
128289,1Rois,5,23,בֵּיתִֽי׃,בַּ֫יִת,H1004,2049.0
128290,1Rois,5,24,וַיְהִ֨י,הָיָה,H1961,3562.0
128291,1Rois,5,24,חִיר֜וֹם,חִירָם,H2438,22.0
128292,1Rois,5,24,נֹתֵ֣ן,נָתַן,H5414,2011.0
128293,1Rois,5,24,לִשְׁלֹמֹ֗ה,שְׁלֹמֹה,H8010,293.0
128294,1Rois,5,24,עֲצֵ֧י,עֵץ,H6086,330.0
128295,1Rois,5,24,אֲרָזִ֛ים,אֶ֫רֶז,H0730,73.0
128296,1Rois,5,24,וַעֲצֵ֥י,עֵץ,H6086,330.0
128297,1Rois,5,24,בְרוֹשִׁ֖ים,בְּרוֹשׁ,H1265,20.0
128298,1Rois,5,24,כָּל־,כֹּל,H3605,5415.0
128299,1Rois,5,24,חֶפְצֽוֹ׃,חֵ֫פֶץ,H2656,39.0
128300,1Rois,5,25,וּשְׁלֹמֹה֩,שְׁלֹמֹה,H8010,293.0
128301,1Rois,5,25,נָתַ֨ן,נָתַן,H5414,2011.0
128302,1Rois,5,25,לְחִירָ֜ם,חִירָם,H2438,22.0
128303,1Rois,5,25,עֶשְׂרִים֩,עֶשְׂרִים,H6242,315.0
128304,1Rois,5,25,אֶ֨לֶף,אֶ֫לֶף,H0505,506.0
128305,1Rois,5,25,כֹּ֤ר,כֹּר,H3734,9.0
128306,1Rois,5,25,חִטִּים֙,חִטָּה,H2406,30.0
128307,1Rois,5,25,מַכֹּ֣לֶת,מַכֹּ֫לֶת,H4361,1.0
128308,1Rois,5,25,לְבֵית֔וֹ,בַּ֫יִת,H1004,2049.0
128309,1Rois,5,25,וְעֶשְׂרִ֥ים,עֶשְׂרִים,H6242,315.0
128310,1Rois,5,25,כֹּ֖ר,כֹּר,H3734,9.0
128311,1Rois,5,25,שֶׁ֣מֶן,שֶׁ֫מֶן,H8081,193.0
128312,1Rois,5,25,כָּתִ֑ית,כָּתִית,H3795,5.0
128313,1Rois,5,25,כֹּֽה־,כֹּה,H3541,577.0
128314,1Rois,5,25,יִתֵּ֧ן,נָתַן,H5414,2011.0
128315,1Rois,5,25,שְׁלֹמֹ֛ה,שְׁלֹמֹה,H8010,293.0
128316,1Rois,5,25,לְחִירָ֖ם,חִירָם,H2438,22.0
128317,1Rois,5,25,שָׁנָ֥ה,שָׁנָה,H8141,877.0
128318,1Rois,5,25,בְשָׁנָֽה׃ פ,שָׁנָה,H8141,877.0
128319,1Rois,5,26,וַיהוָ֗ה,יהוה,H3068,6528.0
128320,1Rois,5,26,נָתַ֤ן,נָתַן,H5414,2011.0
128321,1Rois,5,26,חָכְמָה֙,חׇכְמָה,H2451,153.0
128322,1Rois,5,26,לִשְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
128323,1Rois,5,26,כַּאֲשֶׁ֖ר,כַּאֲשֶׁר,H0834,5499.0
128324,1Rois,5,26,דִּבֶּר־,דָבַר,H1696,1142.0
128325,1Rois,5,26,ל֑וֹ,,H9033,1549.0
128326,1Rois,5,26,וַיְהִ֣י,הָיָה,H1961,3562.0
128327,1Rois,5,26,שָׁלֹ֗ם,שָׁלוֹם,H7965,237.0
128328,1Rois,5,26,בֵּ֤ין,בַּ֫יִן,H0996,407.0
128329,1Rois,5,26,חִירָם֙,חִירָם,H2438,22.0
128330,1Rois,5,26,וּבֵ֣ין,בַּ֫יִן,H0996,407.0
128331,1Rois,5,26,שְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
128332,1Rois,5,26,וַיִּכְרְת֥וּ,כָּרַת,H3772,288.0
128333,1Rois,5,26,בְרִ֖ית,בְּרִית,H1285,284.0
128334,1Rois,5,26,שְׁנֵיהֶֽם׃,שְׁנַ֫יִם,H8147,769.0
128335,1Rois,5,27,וַיַּ֨עַל,עָלָה,H5927,890.0
128336,1Rois,5,27,הַמֶּ֧לֶךְ,מֶ֫לֶךְ,H4428,2526.0
128337,1Rois,5,27,שְׁלֹמֹ֛ה,שְׁלֹמֹה,H8010,293.0
128338,1Rois,5,27,מַ֖ס,מַס,H4522,23.0
128339,1Rois,5,27,מִכָּל־,כֹּל,H3605,5415.0
128340,1Rois,5,27,יִשְׂרָאֵ֑ל,יִשְׂרָאֵל,H3478,2508.0
128341,1Rois,5,27,וַיְהִ֣י,הָיָה,H1961,3562.0
